AbsHour,Day,Positions,AssignedNurses,Week,HourOfDay,HourOfWeek
797,34,purple,3,5,5,125
797,34,red,2,5,5,125
797,34,resource nurse,1,5,5,125
797,34,triage nurse,1,5,5,125
798,34,CNL,1,5,6,126
798,34,EDOU,2,5,6,126
798,34,FEP,1,5,6,126
798,34,blue,4,5,6,126
798,34,first nurse,1,5,6,126
798,34,green,5,5,6,126
798,34,hallway,4,5,6,126
798,34,iTrack,0,5,6,126
798,34,orange,0,5,6,126
798,34,purple,3,5,6,126
798,34,red,3,5,6,126
798,34,resource nurse,1,5,6,126
798,34,triage nurse,1,5,6,126
799,34,CNL,1,5,7,127
799,34,EDOU,2,5,7,127
799,34,FEP,1,5,7,127
799,34,blue,4,5,7,127
799,34,first nurse,1,5,7,127
799,34,green,5,5,7,127
799,34,hallway,4,5,7,127
799,34,iTrack,0,5,7,127
799,34,orange,0,5,7,127
799,34,purple,3,5,7,127
799,34,red,3,5,7,127
799,34,resource nurse,1,5,7,127
799,34,triage nurse,1,5,7,127
800,34,CNL,1,5,8,128
800,34,EDOU,2,5,8,128
800,34,FEP,1,5,8,128
800,34,blue,4,5,8,128
800,34,first nurse,1,5,8,128
800,34,green,5,5,8,128
800,34,hallway,4,5,8,128
800,34,iTrack,0,5,8,128
800,34,orange,0,5,8,128
800,34,purple,3,5,8,128
800,34,red,3,5,8,128
800,34,resource nurse,1,5,8,128
800,34,triage nurse,1,5,8,128
801,34,CNL,1,5,9,129
801,34,EDOU,2,5,9,129
801,34,FEP,1,5,9,129
801,34,blue,4,5,9,129
801,34,first nurse,1,5,9,129
801,34,green,5,5,9,129
801,34,hallway,4,5,9,129
801,34,iTrack,0,5,9,129
801,34,orange,0,5,9,129
801,34,purple,3,5,9,129
801,34,red,3,5,9,129
801,34,resource nurse,1,5,9,129
801,34,triage nurse,1,5,9,129
802,34,CNL,1,5,10,130
802,34,EDOU,2,5,10,130
802,34,FEP,1,5,10,130
802,34,blue,4,5,10,130
802,34,first nurse,1,5,10,130
802,34,green,5,5,10,130
802,34,hallway,4,5,10,130
802,34,iTrack,0,5,10,130
802,34,orange,0,5,10,130
802,34,purple,3,5,10,130
802,34,red,3,5,10,130
802,34,resource nurse,1,5,10,130
802,34,triage nurse,1,5,10,130
803,34,CNL,1,5,11,131
803,34,EDOU,2,5,11,131
803,34,FEP,1,5,11,131
803,34,blue,4,5,11,131
803,34,first nurse,1,5,11,131
803,34,green,5,5,11,131
803,34,hallway,4,5,11,131
803,34,iTrack,0,5,11,131
803,34,orange,0,5,11,131
803,34,purple,3,5,11,131
803,34,red,3,5,11,131
803,34,resource nurse,1,5,11,131
803,34,triage nurse,1,5,11,131
804,34,CNL,1,5,12,132
804,34,EDOU,2,5,12,132
804,34,FEP,1,5,12,132
804,34,blue,4,5,12,132
804,34,first nurse,1,5,12,132
804,34,green,5,5,12,132
804,34,hallway,4,5,12,132
804,34,iTrack,0,5,12,132
804,34,orange,0,5,12,132
804,34,purple,3,5,12,132
804,34,red,3,5,12,132
804,34,resource nurse,1,5,12,132
804,34,triage nurse,1,5,12,132
805,34,CNL,1,5,13,133
805,34,EDOU,2,5,13,133
805,34,FEP,1,5,13,133
805,34,blue,4,5,13,133
805,34,first nurse,1,5,13,133
805,34,green,5,5,13,133
805,34,hallway,4,5,13,133
805,34,iTrack,0,5,13,133
805,34,orange,0,5,13,133
805,34,purple,3,5,13,133
805,34,red,3,5,13,133
805,34,resource nurse,1,5,13,133
805,34,triage nurse,1,5,13,133
806,34,CNL,1,5,14,134
806,34,EDOU,2,5,14,134
806,34,FEP,1,5,14,134
806,34,blue,5,5,14,134
806,34,first nurse,1,5,14,134
806,34,green,2,5,14,134
806,34,hallway,6,5,14,134
806,34,iTrack,0,5,14,134
806,34,orange,5,5,14,134
806,34,purple,3,5,14,134
806,34,red,1,5,14,134
806,34,resource nurse,1,5,14,134
806,34,triage nurse,1,5,14,134
807,34,CNL,1,5,15,135
807,34,EDOU,2,5,15,135
807,34,FEP,1,5,15,135
807,34,blue,5,5,15,135
807,34,first nurse,1,5,15,135
807,34,green,2,5,15,135
807,34,hallway,6,5,15,135
807,34,iTrack,0,5,15,135
807,34,orange,5,5,15,135
807,34,purple,3,5,15,135
807,34,red,1,5,15,135
807,34,resource nurse,1,5,15,135
807,34,triage nurse,1,5,15,135
808,34,CNL,1,5,16,136
808,34,EDOU,2,5,16,136
808,34,FEP,1,5,16,136
808,34,blue,5,5,16,136
808,34,first nurse,1,5,16,136
808,34,green,2,5,16,136
808,34,hallway,6,5,16,136
808,34,iTrack,0,5,16,136
808,34,orange,5,5,16,136
808,34,purple,3,5,16,136
808,34,red,1,5,16,136
808,34,resource nurse,1,5,16,136
808,34,triage nurse,1,5,16,136
809,34,CNL,1,5,17,137
809,34,EDOU,2,5,17,137
809,34,FEP,1,5,17,137
809,34,blue,5,5,17,137
809,34,first nurse,1,5,17,137
809,34,green,2,5,17,137
809,34,hallway,6,5,17,137
809,34,iTrack,0,5,17,137
809,34,orange,5,5,17,137
809,34,purple,3,5,17,137
809,34,red,1,5,17,137
809,34,resource nurse,1,5,17,137
809,34,triage nurse,1,5,17,137
810,34,CNL,1,5,18,138
810,34,EDOU,2,5,18,138
810,34,FEP,1,5,18,138
810,34,blue,5,5,18,138
810,34,first nurse,1,5,18,138
810,34,green,2,5,18,138
810,34,hallway,6,5,18,138
810,34,iTrack,0,5,18,138
810,34,orange,5,5,18,138
810,34,purple,3,5,18,138
810,34,red,0,5,18,138
810,34,resource nurse,1,5,18,138
810,34,triage nurse,1,5,18,138
811,34,CNL,1,5,19,139
811,34,EDOU,2,5,19,139
811,34,FEP,1,5,19,139
811,34,blue,5,5,19,139
811,34,first nurse,1,5,19,139
811,34,green,2,5,19,139
811,34,hallway,6,5,19,139
811,34,iTrack,0,5,19,139
811,34,orange,5,5,19,139
811,34,purple,3,5,19,139
811,34,red,0,5,19,139
811,34,resource nurse,1,5,19,139
811,34,triage nurse,1,5,19,139
812,34,CNL,1,5,20,140
812,34,EDOU,2,5,20,140
812,34,FEP,1,5,20,140
812,34,blue,5,5,20,140
812,34,first nurse,1,5,20,140
812,34,green,2,5,20,140
812,34,hallway,6,5,20,140
812,34,iTrack,0,5,20,140
812,34,orange,5,5,20,140
812,34,purple,3,5,20,140
812,34,red,0,5,20,140
812,34,resource nurse,1,5,20,140
812,34,triage nurse,1,5,20,140
813,34,CNL,1,5,21,141
813,34,EDOU,2,5,21,141
813,34,FEP,1,5,21,141
813,34,blue,5,5,21,141
813,34,first nurse,1,5,21,141
813,34,green,2,5,21,141
813,34,hallway,6,5,21,141
813,34,iTrack,0,5,21,141
813,34,orange,5,5,21,141
813,34,purple,3,5,21,141
813,34,red,0,5,21,141
813,34,resource nurse,1,5,21,141
813,34,triage nurse,1,5,21,141
814,34,CNL,1,5,22,142
814,34,EDOU,2,5,22,142
814,34,FEP,1,5,22,142
814,34,blue,5,5,22,142
814,34,first nurse,1,5,22,142
814,34,green,2,5,22,142
814,34,hallway,6,5,22,142
814,34,iTrack,0,5,22,142
814,34,orange,5,5,22,142
814,34,purple,3,5,22,142
814,34,red,0,5,22,142
814,34,resource nurse,1,5,22,142
814,34,triage nurse,1,5,22,142
815,34,CNL,1,5,23,143
815,34,EDOU,2,5,23,143
815,34,FEP,1,5,23,143
815,34,blue,5,5,23,143
815,34,first nurse,1,5,23,143
815,34,green,2,5,23,143
815,34,hallway,6,5,23,143
815,34,iTrack,0,5,23,143
815,34,orange,5,5,23,143
815,34,purple,3,5,23,143
815,34,red,0,5,23,143
815,34,resource nurse,1,5,23,143
815,34,triage nurse,1,5,23,143
816,34,CNL,1,5,24,144
816,34,EDOU,2,5,24,144
816,34,FEP,1,5,24,144
816,34,blue,5,5,24,144
816,34,first nurse,1,5,24,144
816,34,green,2,5,24,144
816,34,hallway,6,5,24,144
816,34,iTrack,0,5,24,144
816,34,orange,5,5,24,144
816,34,purple,3,5,24,144
816,34,red,0,5,24,144
816,34,resource nurse,1,5,24,144
816,34,triage nurse,1,5,24,144
817,34,CNL,1,5,1,145
817,34,EDOU,2,5,1,145
817,34,FEP,1,5,1,145
817,34,blue,5,5,1,145
817,34,first nurse,1,5,1,145
817,34,green,2,5,1,145
817,34,hallway,6,5,1,145
817,34,iTrack,0,5,1,145
817,34,orange,5,5,1,145
817,34,purple,3,5,1,145
817,34,red,0,5,1,145
817,34,resource nurse,1,5,1,145
817,34,triage nurse,1,5,1,145
818,35,CNL,1,5,2,146
818,35,EDOU,2,5,2,146
818,35,FEP,1,5,2,146
818,35,blue,5,5,2,146
818,35,first nurse,1,5,2,146
818,35,green,0,5,2,146
818,35,hallway,3,5,2,146
818,35,iTrack,0,5,2,146
818,35,orange,5,5,2,146
818,35,purple,3,5,2,146
818,35,red,3,5,2,146
818,35,resource nurse,1,5,2,146
818,35,triage nurse,1,5,2,146
819,35,CNL,1,5,3,147
819,35,EDOU,2,5,3,147
819,35,FEP,1,5,3,147
819,35,blue,5,5,3,147
819,35,first nurse,1,5,3,147
819,35,green,0,5,3,147
819,35,hallway,3,5,3,147
819,35,iTrack,0,5,3,147
819,35,orange,5,5,3,147
819,35,purple,3,5,3,147
819,35,red,3,5,3,147
819,35,resource nurse,1,5,3,147
819,35,triage nurse,1,5,3,147
820,35,CNL,1,5,4,148
820,35,EDOU,2,5,4,148
820,35,FEP,1,5,4,148
820,35,blue,5,5,4,148
820,35,first nurse,1,5,4,148
820,35,green,0,5,4,148
820,35,hallway,3,5,4,148
820,35,iTrack,0,5,4,148
820,35,orange,5,5,4,148
820,35,purple,3,5,4,148
820,35,red,3,5,4,148
820,35,resource nurse,1,5,4,148
820,35,triage nurse,1,5,4,148
821,35,CNL,1,5,5,149
821,35,EDOU,2,5,5,149
821,35,FEP,1,5,5,149
821,35,blue,5,5,5,149
821,35,first nurse,1,5,5,149
821,35,green,0,5,5,149
821,35,hallway,3,5,5,149
821,35,iTrack,0,5,5,149
821,35,orange,5,5,5,149
821,35,purple,3,5,5,149
821,35,red,3,5,5,149
821,35,resource nurse,1,5,5,149
821,35,triage nurse,1,5,5,149
822,35,CNL,1,5,6,150
822,35,EDOU,2,5,6,150
822,35,FEP,1,5,6,150
822,35,blue,5,5,6,150
822,35,first nurse,1,5,6,150
822,35,green,0,5,6,150
822,35,hallway,3,5,6,150
822,35,iTrack,0,5,6,150
822,35,orange,5,5,6,150
822,35,purple,3,5,6,150
822,35,red,3,5,6,150
822,35,resource nurse,1,5,6,150
822,35,triage nurse,1,5,6,150
823,35,CNL,1,5,7,151
823,35,EDOU,2,5,7,151
823,35,FEP,1,5,7,151
823,35,blue,5,5,7,151
823,35,first nurse,1,5,7,151
823,35,green,0,5,7,151
823,35,hallway,3,5,7,151
823,35,iTrack,0,5,7,151
823,35,orange,5,5,7,151
823,35,purple,3,5,7,151
823,35,red,3,5,7,151
823,35,resource nurse,1,5,7,151
823,35,triage nurse,1,5,7,151
824,35,CNL,1,5,8,152
824,35,EDOU,2,5,8,152
824,35,FEP,1,5,8,152
824,35,blue,5,5,8,152
824,35,first nurse,1,5,8,152
824,35,green,0,5,8,152
824,35,hallway,3,5,8,152
824,35,iTrack,0,5,8,152
824,35,orange,5,5,8,152
824,35,purple,3,5,8,152
824,35,red,3,5,8,152
824,35,resource nurse,1,5,8,152
824,35,triage nurse,1,5,8,152
825,35,CNL,1,5,9,153
825,35,EDOU,2,5,9,153
825,35,FEP,1,5,9,153
825,35,blue,5,5,9,153
825,35,first nurse,1,5,9,153
825,35,green,0,5,9,153
825,35,hallway,3,5,9,153
825,35,iTrack,0,5,9,153
825,35,orange,5,5,9,153
825,35,purple,3,5,9,153
825,35,red,3,5,9,153
825,35,resource nurse,1,5,9,153
825,35,triage nurse,1,5,9,153
826,35,CNL,1,5,10,154
826,35,EDOU,2,5,10,154
826,35,FEP,1,5,10,154
826,35,blue,5,5,10,154
826,35,first nurse,1,5,10,154
826,35,green,0,5,10,154
826,35,hallway,3,5,10,154
826,35,iTrack,0,5,10,154
826,35,orange,5,5,10,154
826,35,purple,3,5,10,154
826,35,red,3,5,10,154
826,35,resource nurse,1,5,10,154
826,35,triage nurse,1,5,10,154
827,35,CNL,1,5,11,155
827,35,EDOU,2,5,11,155
827,35,FEP,1,5,11,155
827,35,blue,5,5,11,155
827,35,first nurse,1,5,11,155
827,35,green,0,5,11,155
827,35,hallway,3,5,11,155
827,35,iTrack,0,5,11,155
827,35,orange,5,5,11,155
827,35,purple,3,5,11,155
827,35,red,3,5,11,155
827,35,resource nurse,1,5,11,155
827,35,triage nurse,1,5,11,155
828,35,CNL,1,5,12,156
828,35,EDOU,2,5,12,156
828,35,FEP,1,5,12,156
828,35,blue,5,5,12,156
828,35,first nurse,1,5,12,156
828,35,green,0,5,12,156
828,35,hallway,3,5,12,156
828,35,iTrack,0,5,12,156
828,35,orange,5,5,12,156
828,35,purple,3,5,12,156
828,35,red,3,5,12,156
828,35,resource nurse,1,5,12,156
828,35,triage nurse,1,5,12,156
829,35,CNL,1,5,13,157
829,35,EDOU,2,5,13,157
829,35,FEP,1,5,13,157
829,35,blue,5,5,13,157
829,35,first nurse,1,5,13,157
829,35,green,0,5,13,157
829,35,hallway,3,5,13,157
829,35,iTrack,0,5,13,157
829,35,orange,5,5,13,157
829,35,purple,3,5,13,157
829,35,red,3,5,13,157
829,35,resource nurse,1,5,13,157
829,35,triage nurse,1,5,13,157
830,35,CNL,1,5,14,158
830,35,EDOU,2,5,14,158
830,35,FEP,1,5,14,158
830,35,blue,3,5,14,158
830,35,first nurse,1,5,14,158
830,35,green,6,5,14,158
830,35,hallway,5,5,14,158
830,35,iTrack,0,5,14,158
830,35,orange,0,5,14,158
830,35,purple,3,5,14,158
830,35,red,4,5,14,158
830,35,resource nurse,1,5,14,158
830,35,triage nurse,1,5,14,158
831,35,CNL,1,5,15,159
831,35,EDOU,2,5,15,159
831,35,FEP,1,5,15,159
831,35,blue,3,5,15,159
831,35,first nurse,1,5,15,159
831,35,green,6,5,15,159
831,35,hallway,5,5,15,159
831,35,iTrack,0,5,15,159
831,35,orange,0,5,15,159
831,35,purple,3,5,15,159
831,35,red,4,5,15,159
831,35,resource nurse,1,5,15,159
831,35,triage nurse,1,5,15,159
832,35,CNL,1,5,16,160
832,35,EDOU,2,5,16,160
832,35,FEP,1,5,16,160
832,35,blue,3,5,16,160
832,35,first nurse,1,5,16,160
832,35,green,6,5,16,160
832,35,hallway,5,5,16,160
832,35,iTrack,0,5,16,160
832,35,orange,0,5,16,160
832,35,purple,3,5,16,160
832,35,red,4,5,16,160
832,35,resource nurse,1,5,16,160
832,35,triage nurse,1,5,16,160
833,35,CNL,1,5,17,161
833,35,EDOU,2,5,17,161
833,35,FEP,1,5,17,161
833,35,blue,3,5,17,161
833,35,first nurse,1,5,17,161
833,35,green,6,5,17,161
833,35,hallway,5,5,17,161
833,35,iTrack,0,5,17,161
833,35,orange,0,5,17,161
833,35,purple,3,5,17,161
833,35,red,4,5,17,161
833,35,resource nurse,1,5,17,161
833,35,triage nurse,1,5,17,161
834,35,CNL,1,5,18,162
834,35,EDOU,2,5,18,162
834,35,FEP,1,5,18,162
834,35,blue,3,5,18,162
834,35,first nurse,1,5,18,162
834,35,green,6,5,18,162
834,35,hallway,5,5,18,162
834,35,iTrack,0,5,18,162
834,35,orange,0,5,18,162
834,35,purple,3,5,18,162
834,35,red,4,5,18,162
834,35,resource nurse,1,5,18,162
834,35,triage nurse,1,5,18,162
835,35,CNL,1,5,19,163
835,35,EDOU,2,5,19,163
835,35,FEP,1,5,19,163
835,35,blue,3,5,19,163
835,35,first nurse,1,5,19,163
835,35,green,6,5,19,163
835,35,hallway,5,5,19,163
835,35,iTrack,0,5,19,163
835,35,orange,0,5,19,163
835,35,purple,3,5,19,163
835,35,red,4,5,19,163
835,35,resource nurse,1,5,19,163
835,35,triage nurse,1,5,19,163
836,35,CNL,1,5,20,164
836,35,EDOU,2,5,20,164
836,35,FEP,1,5,20,164
836,35,blue,3,5,20,164
836,35,first nurse,1,5,20,164
836,35,green,6,5,20,164
836,35,hallway,5,5,20,164
836,35,iTrack,0,5,20,164
836,35,orange,0,5,20,164
836,35,purple,3,5,20,164
836,35,red,4,5,20,164
836,35,resource nurse,1,5,20,164
836,35,triage nurse,1,5,20,164
837,35,CNL,1,5,21,165
837,35,EDOU,2,5,21,165
837,35,FEP,1,5,21,165
837,35,blue,3,5,21,165
837,35,first nurse,1,5,21,165
837,35,green,6,5,21,165
837,35,hallway,5,5,21,165
837,35,iTrack,0,5,21,165
837,35,orange,0,5,21,165
837,35,purple,3,5,21,165
837,35,red,4,5,21,165
837,35,resource nurse,1,5,21,165
837,35,triage nurse,1,5,21,165
838,35,CNL,1,5,22,166
838,35,EDOU,2,5,22,166
838,35,FEP,1,5,22,166
838,35,blue,3,5,22,166
838,35,first nurse,1,5,22,166
838,35,green,6,5,22,166
838,35,hallway,5,5,22,166
838,35,iTrack,0,5,22,166
838,35,orange,0,5,22,166
838,35,purple,3,5,22,166
838,35,red,4,5,22,166
838,35,resource nurse,1,5,22,166
838,35,triage nurse,1,5,22,166
839,35,CNL,1,5,23,167
839,35,EDOU,2,5,23,167
839,35,FEP,1,5,23,167
839,35,blue,3,5,23,167
839,35,first nurse,1,5,23,167
839,35,green,6,5,23,167
839,35,hallway,5,5,23,167
839,35,iTrack,0,5,23,167
839,35,orange,0,5,23,167
839,35,purple,3,5,23,167
839,35,red,4,5,23,167
839,35,resource nurse,1,5,23,167
839,35,triage nurse,1,5,23,167
840,35,CNL,1,5,24,168
840,35,EDOU,2,5,24,168
840,35,FEP,1,5,24,168
840,35,blue,3,5,24,168
840,35,first nurse,1,5,24,168
840,35,green,6,5,24,168
840,35,hallway,5,5,24,168
840,35,iTrack,0,5,24,168
840,35,orange,0,5,24,168
840,35,purple,3,5,24,168
840,35,red,4,5,24,168
840,35,resource nurse,1,5,24,168
840,35,triage nurse,1,5,24,168
841,35,CNL,1,6,1,1
841,35,EDOU,2,6,1,1
841,35,FEP,1,6,1,1
841,35,blue,3,6,1,1
841,35,first nurse,1,6,1,1
841,35,green,6,6,1,1
841,35,hallway,5,6,1,1
841,35,iTrack,0,6,1,1
841,35,orange,0,6,1,1
841,35,purple,3,6,1,1
841,35,red,4,6,1,1
841,35,resource nurse,1,6,1,1
841,35,triage nurse,1,6,1,1
842,36,CNL,1,6,2,2
842,36,EDOU,2,6,2,2
842,36,FEP,1,6,2,2
842,36,blue,1,6,2,2
842,36,first nurse,1,6,2,2
842,36,green,5,6,2,2
842,36,hallway,5,6,2,2
842,36,iTrack,0,6,2,2
842,36,orange,4,6,2,2
842,36,purple,3,6,2,2
842,36,red,0,6,2,2
842,36,resource nurse,1,6,2,2
842,36,triage nurse,1,6,2,2
843,36,CNL,1,6,3,3
843,36,EDOU,2,6,3,3
843,36,FEP,1,6,3,3
843,36,blue,1,6,3,3
843,36,first nurse,1,6,3,3
843,36,green,5,6,3,3
843,36,hallway,5,6,3,3
843,36,iTrack,0,6,3,3
843,36,orange,4,6,3,3
843,36,purple,3,6,3,3
843,36,red,0,6,3,3
843,36,resource nurse,1,6,3,3
843,36,triage nurse,1,6,3,3
844,36,CNL,1,6,4,4
844,36,EDOU,2,6,4,4
844,36,FEP,1,6,4,4
844,36,blue,1,6,4,4
844,36,first nurse,1,6,4,4
844,36,green,5,6,4,4
844,36,hallway,5,6,4,4
844,36,iTrack,0,6,4,4
844,36,orange,4,6,4,4
844,36,purple,3,6,4,4
844,36,red,0,6,4,4
844,36,resource nurse,1,6,4,4
844,36,triage nurse,1,6,4,4
845,36,CNL,1,6,5,5
845,36,EDOU,2,6,5,5
845,36,FEP,1,6,5,5
845,36,blue,1,6,5,5
845,36,first nurse,1,6,5,5
845,36,green,5,6,5,5
845,36,hallway,5,6,5,5
845,36,iTrack,0,6,5,5
845,36,orange,4,6,5,5
845,36,purple,3,6,5,5
845,36,red,0,6,5,5
845,36,resource nurse,1,6,5,5
845,36,triage nurse,1,6,5,5
846,36,CNL,1,6,6,6
846,36,EDOU,2,6,6,6
846,36,FEP,1,6,6,6
846,36,blue,1,6,6,6
846,36,first nurse,1,6,6,6
846,36,green,5,6,6,6
846,36,hallway,5,6,6,6
846,36,iTrack,0,6,6,6
846,36,orange,4,6,6,6
846,36,purple,3,6,6,6
846,36,red,1,6,6,6
846,36,resource nurse,1,6,6,6
846,36,triage nurse,1,6,6,6
847,36,CNL,1,6,7,7
847,36,EDOU,2,6,7,7
847,36,FEP,1,6,7,7
847,36,blue,1,6,7,7
847,36,first nurse,1,6,7,7
847,36,green,5,6,7,7
847,36,hallway,5,6,7,7
847,36,iTrack,0,6,7,7
847,36,orange,4,6,7,7
847,36,purple,3,6,7,7
847,36,red,1,6,7,7
847,36,resource nurse,1,6,7,7
847,36,triage nurse,1,6,7,7
848,36,CNL,1,6,8,8
848,36,EDOU,2,6,8,8
848,36,FEP,1,6,8,8
848,36,blue,1,6,8,8
848,36,first nurse,1,6,8,8
848,36,green,5,6,8,8
848,36,hallway,5,6,8,8
848,36,iTrack,0,6,8,8
848,36,orange,4,6,8,8
848,36,purple,3,6,8,8
848,36,red,1,6,8,8
848,36,resource nurse,1,6,8,8
848,36,triage nurse,1,6,8,8
849,36,CNL,1,6,9,9
849,36,EDOU,2,6,9,9
849,36,FEP,1,6,9,9
849,36,blue,1,6,9,9
849,36,first nurse,1,6,9,9
849,36,green,5,6,9,9
849,36,hallway,5,6,9,9
849,36,iTrack,0,6,9,9
849,36,orange,4,6,9,9
849,36,purple,3,6,9,9
849,36,red,1,6,9,9
849,36,resource nurse,1,6,9,9
849,36,triage nurse,1,6,9,9
850,36,CNL,1,6,10,10
850,36,EDOU,2,6,10,10
850,36,FEP,1,6,10,10
850,36,blue,1,6,10,10
850,36,first nurse,1,6,10,10
850,36,green,5,6,10,10
850,36,hallway,5,6,10,10
850,36,iTrack,0,6,10,10
850,36,orange,4,6,10,10
850,36,purple,3,6,10,10
850,36,red,1,6,10,10
850,36,resource nurse,1,6,10,10
850,36,triage nurse,1,6,10,10
851,36,CNL,1,6,11,11
851,36,EDOU,2,6,11,11
851,36,FEP,1,6,11,11
851,36,blue,1,6,11,11
851,36,first nurse,1,6,11,11
851,36,green,5,6,11,11
851,36,hallway,5,6,11,11
851,36,iTrack,0,6,11,11
851,36,orange,4,6,11,11
851,36,purple,3,6,11,11
851,36,red,1,6,11,11
851,36,resource nurse,1,6,11,11
851,36,triage nurse,1,6,11,11
852,36,CNL,1,6,12,12
852,36,EDOU,2,6,12,12
852,36,FEP,1,6,12,12
852,36,blue,1,6,12,12
852,36,first nurse,1,6,12,12
852,36,green,5,6,12,12
852,36,hallway,5,6,12,12
852,36,iTrack,0,6,12,12
852,36,orange,4,6,12,12
852,36,purple,3,6,12,12
852,36,red,1,6,12,12
852,36,resource nurse,1,6,12,12
852,36,triage nurse,1,6,12,12
853,36,CNL,1,6,13,13
853,36,EDOU,2,6,13,13
853,36,FEP,1,6,13,13
853,36,blue,1,6,13,13
853,36,first nurse,1,6,13,13
853,36,green,5,6,13,13
853,36,hallway,5,6,13,13
853,36,iTrack,0,6,13,13
853,36,orange,4,6,13,13
853,36,purple,3,6,13,13
853,36,red,1,6,13,13
853,36,resource nurse,1,6,13,13
853,36,triage nurse,1,6,13,13
854,36,CNL,1,6,14,14
854,36,EDOU,2,6,14,14
854,36,FEP,1,6,14,14
854,36,blue,0,6,14,14
854,36,first nurse,1,6,14,14
854,36,green,5,6,14,14
854,36,hallway,3,6,14,14
854,36,iTrack,0,6,14,14
854,36,orange,5,6,14,14
854,36,purple,3,6,14,14
854,36,red,6,6,14,14
854,36,resource nurse,1,6,14,14
854,36,triage nurse,1,6,14,14
855,36,CNL,1,6,15,15
855,36,EDOU,2,6,15,15
855,36,FEP,1,6,15,15
855,36,blue,0,6,15,15
855,36,first nurse,1,6,15,15
855,36,green,5,6,15,15
855,36,hallway,3,6,15,15
855,36,iTrack,0,6,15,15
855,36,orange,5,6,15,15
855,36,purple,3,6,15,15
855,36,red,6,6,15,15
855,36,resource nurse,1,6,15,15
855,36,triage nurse,1,6,15,15
856,36,CNL,1,6,16,16
856,36,EDOU,2,6,16,16
856,36,FEP,1,6,16,16
856,36,blue,0,6,16,16
856,36,first nurse,1,6,16,16
856,36,green,5,6,16,16
856,36,hallway,3,6,16,16
856,36,iTrack,0,6,16,16
856,36,orange,5,6,16,16
856,36,purple,3,6,16,16
856,36,red,6,6,16,16
856,36,resource nurse,1,6,16,16
856,36,triage nurse,1,6,16,16
857,36,CNL,1,6,17,17
857,36,EDOU,2,6,17,17
857,36,FEP,1,6,17,17
857,36,blue,0,6,17,17
857,36,first nurse,1,6,17,17
857,36,green,5,6,17,17
857,36,hallway,3,6,17,17
857,36,iTrack,0,6,17,17
857,36,orange,5,6,17,17
857,36,purple,3,6,17,17
857,36,red,6,6,17,17
857,36,resource nurse,1,6,17,17
857,36,triage nurse,1,6,17,17
858,36,CNL,1,6,18,18
858,36,EDOU,2,6,18,18
858,36,FEP,1,6,18,18
858,36,blue,0,6,18,18
858,36,first nurse,1,6,18,18
858,36,green,5,6,18,18
858,36,hallway,3,6,18,18
858,36,iTrack,0,6,18,18
858,36,orange,5,6,18,18
858,36,purple,3,6,18,18
858,36,red,5,6,18,18
858,36,resource nurse,1,6,18,18
858,36,triage nurse,1,6,18,18
859,36,CNL,1,6,19,19
859,36,EDOU,2,6,19,19
859,36,FEP,1,6,19,19
859,36,blue,0,6,19,19
859,36,first nurse,1,6,19,19
859,36,green,5,6,19,19
859,36,hallway,3,6,19,19
859,36,iTrack,0,6,19,19
859,36,orange,5,6,19,19
859,36,purple,3,6,19,19
859,36,red,5,6,19,19
859,36,resource nurse,1,6,19,19
859,36,triage nurse,1,6,19,19
860,36,CNL,1,6,20,20
860,36,EDOU,2,6,20,20
860,36,FEP,1,6,20,20
860,36,blue,0,6,20,20
860,36,first nurse,1,6,20,20
860,36,green,5,6,20,20
860,36,hallway,3,6,20,20
860,36,iTrack,0,6,20,20
860,36,orange,5,6,20,20
860,36,purple,3,6,20,20
860,36,red,5,6,20,20
860,36,resource nurse,1,6,20,20
860,36,triage nurse,1,6,20,20
861,36,CNL,1,6,21,21
861,36,EDOU,2,6,21,21
861,36,FEP,1,6,21,21
861,36,blue,0,6,21,21
861,36,first nurse,1,6,21,21
861,36,green,5,6,21,21
861,36,hallway,3,6,21,21
861,36,iTrack,0,6,21,21
861,36,orange,5,6,21,21
861,36,purple,3,6,21,21
861,36,red,5,6,21,21
861,36,resource nurse,1,6,21,21
861,36,triage nurse,1,6,21,21
862,36,CNL,1,6,22,22
862,36,EDOU,2,6,22,22
862,36,FEP,1,6,22,22
862,36,blue,0,6,22,22
862,36,first nurse,1,6,22,22
862,36,green,5,6,22,22
862,36,hallway,3,6,22,22
862,36,iTrack,0,6,22,22
862,36,orange,5,6,22,22
862,36,purple,3,6,22,22
862,36,red,5,6,22,22
862,36,resource nurse,1,6,22,22
862,36,triage nurse,1,6,22,22
863,36,CNL,1,6,23,23
863,36,EDOU,2,6,23,23
863,36,FEP,1,6,23,23
863,36,blue,0,6,23,23
863,36,first nurse,1,6,23,23
863,36,green,5,6,23,23
863,36,hallway,3,6,23,23
863,36,iTrack,0,6,23,23
863,36,orange,5,6,23,23
863,36,purple,3,6,23,23
863,36,red,5,6,23,23
863,36,resource nurse,1,6,23,23
863,36,triage nurse,1,6,23,23
864,36,CNL,1,6,24,24
864,36,EDOU,2,6,24,24
864,36,FEP,1,6,24,24
864,36,blue,0,6,24,24
864,36,first nurse,1,6,24,24
864,36,green,5,6,24,24
864,36,hallway,3,6,24,24
864,36,iTrack,0,6,24,24
864,36,orange,5,6,24,24
864,36,purple,3,6,24,24
